,match_id,bowler,over_1_f,over_2_f,over_3_f,over_4_f,over_5_f,over_6_f,over_7_f,over_8_f,over_9_f,over_10_f,over_11_f,over_12_f,over_13_f,over_14_f,over_15_f,over_16_f,over_17_f,over_18_f,over_19_f,over_20_f
226,524938,DL Vettori,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
227,524938,DP Nannes,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
228,524938,DT Christian,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
229,524938,GJ Maxwell,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,524938,MG Neser,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0
231,524938,NM Hauritz,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
232,524938,RE van der Merwe,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
233,524938,SM Harwood,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1
234,524938,Shahid Afridi,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0
235,524939,AC McDermott,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
236,524939,CH Gayle,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
237,524939,CR Swan,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
238,524939,DL Vettori,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0
239,524939,DT Christian,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1
240,524939,LA Doran,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0
241,524939,MG Neser,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
242,524939,MR Day,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
243,524939,ND Bills,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
244,524939,SA Abbott,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
245,524939,SJ Coyte (2),1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
246,524940,AB McDonald,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
247,524940,AK Heal,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
248,524940,B Laughlin,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
249,524940,BG McDonald,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0
250,524940,DP Nannes,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
251,524940,JJ Krejza,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
252,524940,JM Herrick,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
253,524940,MG Hogan,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
