match_id,player,season,team,power_surge_flag,opp_Adelaide Strikers,opp_Brisbane Heat,opp_Hobart Hurricanes,opp_Melbourne Renegades,opp_Melbourne Stars,opp_Perth Scorchers,opp_Sydney Sixers,opp_Sydney Thunder
1226834,WG Jacks,10,Hobart Hurricanes,0,0,0,0,0,0,1,0,0
1226834,AJ Turner,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,AJ Tye,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,AM Hardie,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,C Munro,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,Fawad Ahmed,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,JA Richardson,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,JJ Roy,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,JP Behrendorff,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,JP Inglis,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,LS Livingstone,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226834,MR Marsh,10,Perth Scorchers,0,0,0,1,0,0,0,0,0
1226835,CA Lynn,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,JA Burns,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,JD Wildermuth,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,JL Denly,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,L Gregory,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,M Bryant,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,MT Steketee,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,Mujeeb Ur Rahman,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,XC Bartlett,10,Brisbane Heat,0,0,0,0,0,1,0,0,0
1226835,A Zampa,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,ADS Fletcher,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,B Stanlake,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,GJ Maxwell,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,Haris Rauf,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,HWR Cartwright,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,MP Stoinis,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,N Pooran,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,NCR Larkin,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,SE Gotch,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226835,SL Rainbird,10,Melbourne Stars,0,0,1,0,0,0,0,0,0
1226836,AT Carey,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,DJ Worrall,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,J Weatherald,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,JW Wells,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,LN O'Connor,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,MG Neser,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,PD Salt,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,PM Siddle,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,RJ Gibson,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,TM Head,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,WA Agar,10,Adelaide Strikers,0,0,0,0,0,0,0,0,1
1226836,AD Hales,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,AF Milne,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,B Doggett,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,BCJ Cutting,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,CJ Ferguson,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,CJ Green,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,N McAndrew,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,T Sangha,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226836,UT Khawaja,10,Sydney Thunder,0,1,0,0,0,0,0,0,0
1226837,AJ Finch,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,BAC Howell,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,BJ Webster,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,J Fraser-McGurk,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,JK Lalor,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,JM Holland,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,KW Richardson,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,P Hatzoglou,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,RR Rossouw,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,SB Harper,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,SE Marsh,10,Melbourne Renegades,0,0,0,0,0,0,0,1,0
1226837,BAD Manenti,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,BJ Dwarshuis,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,CR Brathwaite,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,DP Hughes,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,DT Christian,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,GS Sandhu,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,J Edwards,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,JC Silk,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,JM Vince,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,JR Philippe,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226837,SNJ O'Keefe,10,Sydney Sixers,0,0,0,0,1,0,0,0,0
1226838,CA Lynn,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,JA Burns,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,JD Wildermuth,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,JJ Bazley,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,JJ Peirson,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,JL Denly,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,L Gregory,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,M Bryant,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,M Morkel,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,MP Kuhnemann,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,MT Steketee,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,XC Bartlett,10,Brisbane Heat,0,0,0,0,0,0,1,0,0
1226838,AJ Turner,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,AJ Tye,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,AM Hardie,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,C Munro,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,CT Bancroft,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,Fawad Ahmed,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,JA Richardson,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,JJ Roy,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,JP Behrendorff,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,JP Inglis,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226838,LS Livingstone,10,Perth Scorchers,0,0,1,0,0,0,0,0,0
1226839,AT Carey,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,C Valente,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,DJ Worrall,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,DR Briggs,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,J Weatherald,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,JW Wells,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,LN O'Connor,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,MT Renshaw,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,PD Salt,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,RJ Gibson,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,WA Agar,10,Adelaide Strikers,0,0,0,0,0,1,0,0,0
1226839,A Zampa,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226839,ADS Fletcher,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226839,B Stanlake,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226839,GJ Maxwell,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226839,Haris Rauf,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226839,HWR Cartwright,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226839,MP Stoinis,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226839,Zahir Khan,10,Melbourne Stars,0,1,0,0,0,0,0,0,0
1226840,BR McDermott,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,DJ Malan,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,DJM Short,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,NT Ellis,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,PSP Handscomb,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,RP Meredith,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,S Lamichhane,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,SM Boland,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,TH David,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,WG Jacks,10,Hobart Hurricanes,0,0,0,0,0,0,0,0,1
1226840,AD Hales,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,AF Milne,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,BCJ Cutting,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,CJ Ferguson,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,CJ Green,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,DR Sams,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,N McAndrew,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,O Davies,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,SW Billings,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,T Sangha,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226840,UT Khawaja,10,Sydney Thunder,0,0,0,1,0,0,0,0,0
1226841,AJ Finch,10,Melbourne Renegades,0,0,0,0,0,0,1,0,0
1226841,BAC Howell,10,Melbourne Renegades,0,0,0,0,0,0,1,0,0
1226841,BJ Webster,10,Melbourne Renegades,0,0,0,0,0,0,1,0,0
1226841,J Fraser-McGurk,10,Melbourne Renegades,0,0,0,0,0,0,1,0,0
1226841,JA Prestwidge,10,Melbourne Renegades,0,0,0,0,0,0,1,0,0
1226841,JK Lalor,10,Melbourne Renegades,0,0,0,0,0,0,1,0,0
